"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2022",2638.448,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2021",3020.709,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2021",2959.437,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2021",3303.571,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2021",3571.237,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2021",3548.351,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2021",3676.363,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2021",2483.08,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2021",2385.336,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2021",2936.539,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2020",2904.997,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2020",2845.772,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2020",3235.222,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2020",3452.93,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2020",3393.476,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2020",3790.331,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2020",2379.112,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2020",2317.35,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2020",2717.762,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2018",2734.98,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2018",2709.488,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2018",2862.406,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2018",3290.464,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2018",3275.463,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2018",3364.115,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2018",2184.638,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2018",2152.93,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom of Great Britain and Northern Ireland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2018",2345.719,,"Currency: GBR - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2022",1073.057,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living or intending to live in the country for 12 months or more"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2022",1085.693,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living or intending to live in the country for 12 months or more"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2022",953.009,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living or intending to live in the country for 12 months or more"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2022",1130.974,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living or intending to live in the country for 12 months or more"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2022",1146.77,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living or intending to live in the country for 12 months or more"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2022",996.184,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living or intending to live in the country for 12 months or more"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2022",1004.608,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living or intending to live in the country for 12 months or more"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2022",1015.139,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living or intending to live in the country for 12 months or more"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2022",892.985,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living or intending to live in the country for 12 months or more"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2021",1194.568,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2021",1213.492,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2021",1005.329,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Status unknown","Currency: U.S. dollars","2021",1128.334,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2021",1273.811,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2021",1297.466,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2021",1041.994,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Status unknown","Currency: U.S. dollars","2021",1128.334,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2021",1102.314,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2021",1116.507,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2021",958.02,,"Accounting concept: Net | Job coverage: Main job currently held | Currency: GRC - Euro (EUR)",
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2020",1034.33,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2020",1054.756,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2020",818.627,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2020",1101.209,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2020",1124.811,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2020",851.709,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2020",958.427,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2020",975.233,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2020",781.156,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2019",991.322,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2019",1014.794,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2019",779.922,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2019",1059.525,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2019",1087.84,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2019",818.502,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2019",912.583,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2019",931.505,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2019",730.076,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2018",1046.389,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2018",1073.721,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2018",803.392,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2018",1106.024,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2018",1136.375,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2018",852.772,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2018",974.162,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2018",998.933,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2018",735.264,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2017",990.758,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2017",1021.263,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2017",743.7,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2017",1051.289,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2017",1084.203,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2017",794.11,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2017",917.732,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2017",945.997,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2017",678.365,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2016",966.707,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2016",999.374,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2016",719.154,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2016",1029.456,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2016",1066.377,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2016",764.541,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2016",891.568,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2016",920.278,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2016",658.545,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2015",959.726,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2015",994.441,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2015",704.939,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2015",1022.556,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2015",1059.296,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2015",754.543,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2015",886.841,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2015",919.324,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2015",646.72,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Italy","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2020",1559.653,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Italy","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2020",1609.08,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Italy","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2020",1282.47,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Italy","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2020",1699.182,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Italy","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2020",1745.317,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Italy","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2020",1442.032,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Italy","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2020",1390.244,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
